finalserialno	serial	a01	a02	a03	m02_1	m02_2	m02_3	m02_4	m02_5	m02_6	b01	b02	b04	b05	b0601	b0602	b0603	b0604	b0605	b0606	b0607	b0608	b0609	b0610	b0611	b0612	b0613	b0614	b0615	b0616	b0617	b0618	b0619	b06a	b07	b09	b12_1	b12_2	b12_3	b12_4	b12_5	b12_6	b13_1	b13_2	b13_3	b13_4	b13_5	b13_6	c01	c02_1	c02_2	c02_3	c02_4	d01	d02	d03	d04	f01_1	f01_2	f01_3	f01_4	f01_5	f01_6	f01_7	f01_8	f01_9	f01_10	f01_11	f01_12	f2	e01	g01_1	g01_2	g01_3	g01_4	g01_5	g01_6	g01_7	g01_8	h01	i01_1	i01_2	i01_3	i01_4	i01_5	i01_6	i01_7	j05	j06	j01	j08	j10	j11	j12	k01	k02	k03	k11	k1201	k1202	k1203	k1204	k1205	k1206	k1207	k1208	k1209	k1210	k1211	k1212	k13	k14_1_01	k14_1_02	k14_1_03	k14_1_04	k14_1_05	k14_2_01	k14_2_02	k14_2_03	k14_2_04	k14_2_05	k14_3_01	k14_3_02	k14_3_03	k14_3_04	k14_3_05	k14_4_01	k14_4_02	k14_4_03	k14_4_04	k14_4_05	k14_5_01	k14_5_02	k14_5_03	k14_5_04	k14_5_05	k14_6_01	k14_6_02	k14_6_03	k14_6_04	k14_6_05	k14_7_01	k14_7_02	k14_7_03	k14_7_04	k14_7_05	k14_8_01	k14_8_02	k14_8_03	k14_8_04	k14_8_05	l01	l02	l03	l04	l09	m01	n04a	n03	p01	p02	p03_1	p03_2	p03_3	p03_4	p03_5	p03_6	p03_7	p03_8	p03a	p03b	p04_01	p04_02	p04_03	p04_04	p04_05	p04_06	p04_07	p04_08	p04_09	p04_10	q01_1	q01_2	q01_3	q01_4	q01_5	q02_1	q02_2	q03_1	q03_2	q03_3	r03	r04	r05	r05a	s01_1	s01_2	s01_3	s01_4	s01_5	s01_6	s01_7	q11	q12	t01_1	t01_2	t02	u01	u03	u05	v01	v04	v05	v06	w01	w02	w03	w08	w09	w11	w12	w13_1	w13_2	w15_1	w15_2	w15_3	r6	x01_1	x01_2	x01_3	x01_4	x01_5	x01_6	x2	x3	k06	k08	y01	y03	y04_01	y04_02	y04_03	y04_04	y04_05	y06	y07	y08	y09	y10_banded	Age	y11	y12a	education	y17	y17a	y18	y18a	y22	y23	y24	y25	y26	y45	y46a	y47	y48_1	y48_2	y48_3	y48_4	y48_5	y48_6	followup1	followup2	q1_cses	q2_cses_1	q2_cses_2	q2_cses_3	q2_cses_4	q2_cses_5	q2_cses_6	q2_cses_7	q2_cses_8	q3_cses_1	q3_cses_2	q3_cses_3	q3_cses_4	q3_cses_5	q4_cses_1	q4_cses_2	q4_cses_3	q4_cses_4	q4_cses_5	q5_cses	q6_cses	q7_cses	q8_cses	q9_cses_1	q9_cses_2	q9_cses_3	q9_cses_4	q9_cses_5	q9_cses_6	q9_cses_7	q10_cses_1	q10_cses_2	q10_cses_3	q10_cses_4	q10_cses_5	q10_cses_6	q10_cses_7	q11_cses_1	q11_cses_2	q11_cses_3	q11_cses_4	q11_cses_5	q11_cses_6	q11_cses_7	q12_cses_1	q12_cses_2	q12_cses_3	q12_cses_4	q12_cses_5	q13_cses	q14_cses	q15_cses	q16_cses	q17_cses	q18_cses	q19_cses	q20_cses	q21_cses	q22_1_cses	q22_2_cses	q22_3_cses	q24_cses	q25_cses	region	recontact	agency	Constit_Name	Constit_Code	pano	Interview_Date	total_num_dwel	total_num_hous	num_elig_people	nr_calls_1st	reissue	nr_calls_reissue	sel_wt_capped	wt_demog	wt_demog_cses	wt_vote	wt_vote_valid	edlevel	turnoutValidationReg	validatedTurnoutBinary	ns_sec	ns_sec_analytic	seg	sc	mii_coded	msoa11	imddecile
68106	000000170	Brexit	3	1	4	2	1	4	5	3	1	1	 	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	 	3	4	2	2	3	4	2	1	2	4	2	3	1	2	5	4	3	3	 	 	1	2	4	5	3	2	4	2	4	5	4	3	3	1	5	9	2	7	8	0	8	 	 	9	 	 	7	3	10	10	0	2	1	6	2	1	2	3	10	1	4	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	 	 	 	 	 	 	 	 	 	 	0	1	1	0	1	0	1	0	0	0	 	 	 	 	 	3	2	1	2	8	4	1	5	3	2	0	10	5	0	10	0	 	 	1	1	0	1	1	0	0	0	1	0	0	0	3	2	1	 	 	2	1	2	2	1	4	4	1	1	5	8	10	0	10	 	 	1	2	2	3	3	7	1	3	1	3	 	 	4	2	2	2	-1	1	1	1	5	2	2	2	2	1	1	2	1	1	2	5	4	2	1	7	1	0	0	0	1	0	0	 	3	1	6	67	1	1	13	4	 	 	 	 	 	1	 	1	1	1	1	1	0	0	0	0	0	1	1	1	1	3	3	5	5	5	5	4	3	4	2	4	4	2	2	2	2	2	1	3	1	3	10	2	5	10	 	 	5	6	4	8	2	8	 	 	1	4	9	1	9	 	 	4	4	4	5	2	2	5	5	1	 	3	2	1	2	1	0	0	1	67	Yorkshire & Humber	1	1	Scarboroug	E14000913	497	21/07/2017	1	1	2	2	0	0	1.121963692	1.29758612957842	1.01523728157318	1.08491625551852	.867748646977688	3	1	1	91	40	120	32	15	E02005804	4
68115	000000352	Brexit	2	2	3	4	2	4	4	4	1	2	 	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	2	2	2	2	3	3	1	1	2	2	1	1	1	2	4	5	2	2	 	 	2	4	3	4	5	2	4	2	5	4	3	4	4	2	7	9	5	9	5	9	-1	 	 	9	 	 	5	8	6	-1	4	1	2	6	2	1	3	3	6	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	2	2	5	2	1	4	3	2	1	5	7	6	8	9	 	 	7	1	0	0	0	0	0	0	0	0	1	0	2	3	3	 	 	1	2	1	2	2	4	4	2	2	9	1	5	3	5	 	 	2	3	5	2	7	1	3	3	2	2	 	 	4	2	2	2	2	2	2	1	6	4	2	4	2	1	-1	2	-1	-1	2	5	3	2	2	12	1	0	1	0	0	0	3	4	3	2	5	62	1	2	0	11	 	1	1	1	2	 	 	1	1	1	1	1	0	0	0	0	0	1	2	2	2	2	2	4	3	5	3	2	1	2	2	3	2	2	2	2	1	1	2	3	1	2	9	1	5	2	 	 	5	5	5	4	6	3	 	 	6	4	5	4	4	 	 	4	4	3	3	4	2	5	4	1	 	1	2	1	2	1	0	0	2	62	Yorkshire & Humber	2	1	Scarboroug	E14000913	497	25/08/2017	1	1	2	4	0	0	1.121963692	1.16688520912519	.634027370563053	1.10727828348689	.859170298068392	0	1	1	100	50	52	31	15	E02005804	4
68120	000000276	Economy	1	2	2	4	1	2	4	2	1	1	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	3	3	3	1	3	4	3	2	3	2	3	3	2	2	4	4	2	1	 	 	2	2	4	3	2	4	2	2	4	4	4	1	3	3	4	7	3	7	8	2	7	 	 	8	 	 	6	1	3	6	1	2	2	5	3	2	2	-1	6	1	4	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	3	2	2	3	5	2	1	4	2	1	7	8	2	2	9	2	 	 	3	1	0	1	0	0	0	0	1	0	0	0	1	2	2	 	 	2	1	2	2	1	5	5	2	2	3	7	5	0	6	 	 	2	2	4	4	7	6	2	2	1	3	 	 	4	2	2	1	1	2	1	2	2	2	2	2	3	1	1	2	1	1	2	5	2	2	2	7	2	0	0	0	1	0	0	 	1	1	5	59	1	1	6	1	 	 	 	2	2	 	 	1	1	1	1	1	0	0	0	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yorkshire & Humber	2	1	Scarboroug	E14000913	497	10/08/2017	1	1	2	4	0	0	1.121963692	1.01262024226147	 	.890666972054194	.739696600962344	4	1	1	122	60	100	40	26	E02005804	4
68210	000000180	Brexit	0	2	5	2	5	4	5	4	1	1	 	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	 	4	4	3	1	-1	-1	1	1	2	3	2	3	1	5	4	5	2	1	 	 	2	1	5	4	4	1	2	5	2	5	5	4	4	1	1	8	2	8	7	-1	-1	 	 	5	 	 	8	2	5	6	2	1	3	5	2	1	2	1	8	1	19	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	2	1	3	1	1	2	2	-1	8	2	-1	6	10	8	 	 	8	1	0	1	0	0	0	0	1	0	0	0	3	2	2	 	 	2	1	2	2	2	4	5	1	3	0	10	8	2	7	 	 	3	-1	5	1	4	4	3	2	1	1	 	 	2	 	2	2	2	2	1	1	5	2	2	2	2	1	1	2	1	1	2	5	2	2	2	6	2	0	0	0	1	0	0	 	3	2	4	52	1	1	9	10	 	1	1	2	2	 	 	4	1	1	1	1	0	0	0	0	0	1	1	2	1	4	2	4	2	4	2	2	2	2	2	4	3	1	3	2	1	1	3	4	2	 	9	2	7	10	 	 	4	1	7	-1	-1	5	 	 	0	8	6	2	7	 	 	4	2	4	2	1	1	4	5	1	 	2	2	1	2	1	0	0	2	52	Yorkshire & Humber	1	1	Scarboroug	E14000913	497	24/07/2017	1	1	2	2	0	0	1.121963692	1.40929596550024	.971205843997348	1.10598228214881	.971816857920759	3	1	1	71	30	60	31	15	E02005805	5
68216	000000212	brexit	2	2	1	1	1	1	1	2	1	2	 	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	2	2	2	1	2	2	3	3	3	1	3	3	2	1	4	5	1	2	 	 	2	2	5	5	4	4	5	2	4	2	4	5	5	2	-1	6	8	4	5	2	4	 	 	7	 	 	4	8	-1	-1	-1	1	1	1	3	2	3	-1	6	1	19	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	3	3	3	3	4	3	2	3	2	1	4	3	2	3	2	2	 	 	10	2	0	0	0	0	0	0	0	0	1	0	2	1	2	 	 	1	2	1	2	-1	3	3	3	1	8	3	5	2	2	 	 	2	3	4	4	1	2	3	3	2	3	 	 	2	 	2	2	2	2	1	2	4	5	4	5	-1	1	2	2	1	-1	-1	5	3	2	1	2	2	0	0	0	1	0	0	 	3	1	5	58	1	1	18	11	 	1	1	1	3	 	 	3	1	1	2	1	0	0	0	0	0	1	2	2	4	4	2	5	4	2	5	2	2	4	4	2	1	1	2	1	1	1	3	2	1	2	6	3	4	-1	 	 	-1	2	2	2	2	2	 	 	7	4	4	-1	-1	 	 	5	5	5	1	5	1	3	3	2	2	 	 	1	2	1	0	0	1	58	Yorkshire & Humber	2	1	Scarboroug	E14000913	497	28/07/2017	1	1	1	3	0	0	.560981846	 	 	 	 	 	1	1	31	12	40	10	15	E02005805	5
68217	000000172	economic strength o f the country	2	2	1	2	1	2	3	2	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	2	2	1	2	2	2	2	2	2	2	1	2	5	-1	1	5	2	 	 	2	3	3	4	2	3	3	2	1	4	4	4	4	3	6	7	7	3	4	4	5	 	 	7	 	 	0	6	2	3	2	1	1	4	3	1	3	2	7	1	14	2	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	4	4	4	7	1	1	7	1	1	7	8	3	2	9	5	 	 	3	2	0	0	0	0	0	0	0	0	1	0	2	1	2	 	 	1	2	1	3	-1	2	3	-1	2	8	3	2	5	1	 	 	2	-1	4	1	3	3	3	11	2	2	 	 	4	2	2	2	2	2	1	1	4	5	4	3	4	1	2	2	-1	-1	2	5	3	2	1	9	4	0	0	0	1	0	0	 	3	1	1	18	1	1	10	3	 	 	 	2	1	 	 	3	3	1	1	1	0	0	0	0	0	1	1	2	2	3	4	3	3	2	4	4	1	3	2	1	1	1	3	3	1	1	4	2	1	2	7	2	3	8	 	 	-1	9	0	3	9	3	 	 	7	0	1	6	-1	 	 	5	4	4	1	5	2	5	4	1	 	1	2	1	2	1	0	0	1	18	Yorkshire & Humber	2	1	Scarboroug	E14000913	497	21/07/2017	1	1	3	2	0	0	1.682945538	2.71158258104775	3.9225731077851	3.36687747536641	 	2	5	 	133	70	90	32	26	E02005805	5
68218	000000258	economic state of the country	1	3	2	4	3	2	4	2	1	1	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	-1	3	3	2	3	3	-1	-1	2	-1	2	2	2	2	4	4	2	1	 	 	2	2	4	4	4	2	-1	-1	4	4	4	2	4	1	3	7	-1	-1	-1	-1	-1	 	 	6	 	 	7	3	-1	-1	-1	2	3	4	2	2	-1	-1	3	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-1	2	2	2	4	3	1	2	2	1	6	3	7	-1	-1	-1	 	 	4	1	0	0	0	0	0	0	0	0	1	0	-1	2	-1	 	 	2	1	-1	-1	-1	3	2	1	3	0	10	2	0	6	 	 	1	-1	4	2	-1	0	3	-1	1	3	 	 	2	 	2	2	-1	-1	-1	-1	-1	4	4	4	2	1	-1	2	-1	-1	-1	4	2	1	1	11	4	1	0	0	0	0	0	 	3	2	1	22	1	1	7	1	 	 	 	2	1	 	 	3	2	1	1	1	0	0	0	0	0	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yorkshire & Humber	2	1	Scarboroug	E14000913	497	09/08/2017	1	1	1	4	0	0	.560981846	.820012940153678	 	.598584615469889	.560950847850902	3	1	1	131	70	100	40	26	E02005805	5
68220	000000346	terrorism	0	3	2	4	2	2	5	4	1	1	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	3	2	3	2	4	1	1	1	2	2	2	1	2	1	5	5	3	1	 	 	2	2	2	2	2	1	1	1	4	4	5	2	5	3	4	9	2	8	-1	2	6	 	 	9	 	 	7	3	-1	-1	-1	2	2	3	1	1	3	2	3	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	3	3	2	2	7	3	1	2	3	2	2	8	0	-1	10	1	 	 	7	1	0	1	1	0	0	0	0	0	0	0	3	2	-1	 	 	2	3	2	1	-1	2	4	2	2	1	9	2	0	8	 	 	2	1	4	4	4	1	3	2	2	3	 	 	4	2	2	1	1	2	1	1	6	4	1	2	2	1	-1	2	-1	1	2	5	2	1	1	9	2	0	0	0	1	0	0	 	1	2	1	24	1	1	4	1	 	 	 	1	1	 	 	2	1	1	2	1	0	0	0	0	0	1	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	 	8	5	4	10	 	 	2	1	5	2	7	8	 	 	2	9	5	0	8	 	 	4	1	3	2	4	1	5	5	2	1	5	2	1	2	1	0	0	2	24	Yorkshire & Humber	2	1	Scarboroug	E14000913	497	24/08/2017	1	1	2	6	0	0	1.121963692	.900750574507747	.605675211631144	.68937955561615	.561874521119273	4	1	1	41	20	51	20	11	E02005805	5
68221	000000257	Brexit	2	2	4	4	2	3	4	3	1	1	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	2	4	2	1	3	3	2	2	2	2	2	2	3	2	4	5	1	1	 	 	3	2	2	4	4	3	4	4	2	4	4	2	3	1	3	5	2	7	5	-1	-1	 	 	7	 	 	6	3	5	5	5	1	2	4	3	2	2	-1	5	1	18	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	3	3	3	2	3	3	1	2	2	1	8	7	4	5	10	-1	 	 	7	2	0	0	0	0	0	0	0	0	1	0	3	3	-1	 	 	2	2	2	2	1	3	3	2	3	2	10	7	5	6	 	 	2	1	4	4	0	3	3	2	1	3	 	 	2	 	2	1	-1	2	1	1	6	2	4	2	-1	1	1	2	1	-1	2	1	2	2	1	7	2	0	0	0	1	0	0	 	3	1	4	52	1	1	6	1	 	 	 	2	3	 	 	1	1	1	1	1	0	0	0	0	0	1	2	2	4	2	2	5	3	5	5	2	2	2	3	3	3	3	3	2	1	2	1	3	2	 	10	0	5	2	 	 	-1	0	1	5	-1	0	 	 	0	7	7	6	6	 	 	4	3	4	3	2	1	2	5	2	1	2	3	1	2	1	0	0	1	52	Yorkshire & Humber	2	1	Scarboroug	E14000913	497	09/08/2017	1	1	2	4	0	0	1.121963692	1.11527159200578	.764370867946135	.974746924558382	.798602614550001	4	1	1	134	70	100	40	15	E02005805	5
68226	000000173	NHS	2	2	2	4	2	2	4	4	1	2	 	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	2	3	3	1	3	2	3	1	2	3	2	1	1	5	1	2	2	2	 	 	1	2	4	4	2	2	2	2	2	4	4	4	4	1	10	7	9	7	6	6	-1	 	 	8	 	 	5	8	4	4	2	1	1	6	2	1	3	5	5	1	11	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	5	3	10	2	1	8	3	2	1	1	3	1	0	2	 	 	9	2	0	0	0	0	0	0	0	0	1	0	2	1	3	 	 	1	2	2	2	-1	4	4	1	1	10	5	2	2	0	 	 	2	2	4	2	8	0	3	3	2	3	 	 	4	2	2	2	2	1	1	2	3	4	4	3	3	1	1	2	2	1	2	5	3	2	2	6	4	0	0	0	1	0	2	6	3	1	6	74	1	2	0	11	 	1	1	1	1	 	 	1	1	1	2	0	1	0	0	0	0	1	2	2	2	3	4	1	3	1	2	2	1	1	2	1	2	3	2	3	3	1	3	1	1	2	8	3	2	2	 	 	2	0	0	0	0	0	 	 	10	0	0	0	0	 	 	5	4	5	4	5	1	5	5	1	 	1	1	1	2	1	0	0	1	74	Yorkshire & Humber	2	1	Scarboroug	E14000913	497	21/07/2017	1	1	2	2	0	0	1.121963692	1.29758612957842	1.01523728157318	1.24266688057474	.99931737320529	0	1	1	100	50	52	31	1	E02005805	5
68315	000002247	Brexit	0	2	4	2	4	2	2	3	1	1	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	4	4	1	1	3	3	2	2	2	3	1	1	1	2	2	5	2	1	 	 	2	2	2	4	4	2	2	4	4	5	5	1	3	1	3	10	0	8	7	5	5	 	 	8	 	 	6	1	3	5	0	2	2	6	5	1	2	2	7	1	5	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	4	2	2	3	4	1	1	3	2	1	7	3	5	10	5	 	 	3	1	0	1	0	0	0	0	1	0	0	0	3	2	2	 	 	2	3	2	2	2	4	5	1	1	0	10	2	0	1	 	 	1	2	2	4	5	5	3	2	1	3	 	 	4	1	1	1	1	1	1	1	6	2	1	2	2	1	1	2	1	1	2	5	2	2	1	13	1	0	1	0	0	0	0	 	3	2	-2	-2	1	1	18	3	 	 	 	1	2	 	 	1	1	2	1	1	0	0	0	0	0	1	1	2	2	3	2	4	2	5	2	1	2	4	2	4	2	2	4	4	1	2	3	3	1	1	8	2	4	10	 	 	3	7	3	4	8	-1	 	 	2	7	6	0	-1	 	 	5	2	5	2	2	2	4	4	1	 	2	2	1	2	1	0	0	2	49	Yorkshire & Humber	2	2	Selby and	E14000917	501	19/07/2017	1	1	1	4	0	0	.560981846	 	 	 	 	 	 	 	41	20	51	20	15	E02005818	5
68316	000003531	employment - minimum wage, immigrants doing our work, where would the country be.	2	1	3	3	2	5	3	5	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	3	2	2	2	3	4	4	4	4	4	4	2	3	1	5	3	2	 	 	2	3	3	5	3	2	3	3	3	4	3	4	4	1	8	6	5	2	5	5	5	 	 	1	 	 	0	10	0	0	0	2	2	3	2	2	2	3	9	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	0	4	1	0	2	1	5	7	4	3	0	2	 	 	1	1	0	0	0	0	0	0	0	0	1	0	2	1	2	 	 	1	2	2	2	2	3	3	2	2	6	0	0	0	0	 	 	1	3	2	2	6	7	3	3	1	3	 	 	2	 	2	-1	1	2	2	2	3	4	2	5	3	1	2	2	-1	1	-1	5	3	1	1	-2	2	0	0	0	1	0	1	5	3	1	5	58	1	1	10	1	 	 	 	1	1	 	 	1	1	1	3	1	0	0	0	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yorkshire & Humber	2	2	Selby and	E14000917	501	22/09/2017	1	1	2	10	1	3	1.121963692	1.28620149439477	 	1.8125031995398	1.0709549245241	2	2	0	100	50	80	32	28	E02005818	5
68317	000003529	housing - a lot of house empty and could be re-furbished, instead of using new land.	-1	2	5	2	5	5	4	5	2	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	2	1	3	1	2	3	2	1	2	1	1	1	4	1	4	4	3	1	 	 	2	2	4	5	5	2	2	2	4	4	4	5	3	3	-1	5	7	2	5	4	1	 	 	0	 	 	0	0	0	0	0	1	1	7	1	1	1	1	6	2	 	1	1	0	0	0	0	0	0	0	0	0	0	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	1	1	0	3	2	0	2	1	8	8	9	8	8	9	 	 	10	1	0	0	0	0	0	0	0	0	1	0	2	2	2	 	 	3	1	3	3	3	4	4	4	1	0	5	0	0	0	 	 	3	2	5	4	3	4	3	1	2	2	 	 	4	2	2	1	1	2	1	1	7	1	2	5	4	2	-1	2	1	-1	-1	1	2	2	2	-1	3	0	0	0	1	0	0	 	3	1	4	52	1	2	0	10	 	1	1	2	1	 	 	3	1	1	3	1	0	0	0	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yorkshire & Humber	2	2	Selby and	E14000917	501	14/09/2017	1	1	1	2	1	2	.560981846	.776699611365311	 	1.03680881468419	.790981573783115	0	2	0	122	60	70	32	36	E02005818	5
68319	000003532	health - not enough doctors or nurses - neglect	2	2	5	4	4	4	5	4	1	2	 	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	3	3	2	1	3	3	2	2	3	3	3	3	2	2	4	4	2	2	 	 	2	2	4	4	5	2	-1	4	4	4	2	4	4	1	7	7	6	6	4	-1	-1	 	 	4	 	 	0	8	3	3	3	1	1	1	1	1	2	3	8	1	12	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	3	4	3	2	6	2	1	7	9	3	-1	-1	-1	 	 	10	2	0	0	0	0	0	0	0	0	1	0	2	3	3	 	 	1	2	3	2	2	4	1	3	1	10	0	0	0	0	 	 	1	2	5	1	9	0	3	3	2	4	 	 	2	 	2	1	1	2	1	2	6	4	4	5	-1	1	-1	2	-1	1	-1	5	3	2	2	-1	1	0	0	0	1	0	3	4	3	2	7	80	1	1	5	11	 	1	1	1	1	 	 	4	1	1	3	1	0	0	0	0	0	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yorkshire & Humber	2	2	Selby and	E14000917	501	14/09/2017	1	1	1	7	1	2	.560981846	.479452452665922	 	.51057135447018	.401913584923684	4	1	1	50	20	22	20	1	E02005818	5
68320	000002246	regugees and immigrants	2	3	5	5	3	4	2	2	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	2	1	1	1	2	2	1	2	2	2	1	1	2	4	4	3	2	1	 	 	3	4	3	4	4	2	4	2	3	4	3	5	4	1	4	5	5	5	3	5	6	 	 	8	 	 	4	7	-1	5	7	1	1	4	3	2	3	4	3	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	4	4	4	2	1	2	2	1	8	1	1	2	10	5	 	 	-1	2	0	0	0	0	0	0	0	0	1	0	3	1	3	 	 	1	3	3	3	-1	3	1	3	1	4	8	0	8	4	 	 	3	1	4	1	8	1	3	8	2	4	 	 	2	 	2	1	1	2	1	2	6	4	2	4	4	1	-1	2	-1	-1	-1	4	3	2	1	11	5	0	1	0	0	0	3	8	3	1	4	52	1	1	9	2	 	 	 	 	 	1	 	2	1	1	3	1	0	0	0	0	0	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yorkshire & Humber	2	2	Selby and	E14000917	501	24/07/2017	1	1	2	6	0	0	1.121963692	1.55339922273062	 	2.07361762936838	1.39503742370636	3	2	0	91	40	120	32	13	E02005818	5
